node1	node2	score	edge_type
AT5G46470	AT2G30360	1	AT-UU-PY-01-LF-01
AT1G09060	AT3G28670	1	AT-UU-PY-01-LF-01
AT3G54780	AT2G30330	1	AT-UU-PY-01-LF-01
AT3G03300	AT2G18600	1	AT-UU-PY-01-LF-01
AT1G12750	AT1G12780	1	AT-UU-PY-01-LF-01
AT1G55860	AT1G67480	1	AT-UU-PY-01-LF-01
AT2G25730	AT1G78130	1	AT-UU-PY-01-LF-01
AT1G24267	AT5G03100	1	AT-UU-PY-01-LF-01
AT1G62750	AT1G55360	1	AT-UU-PY-01-LF-01
AT5G65840	AT2G42830	1	AT-UU-PY-01-LF-01
AT5G23110	AT1G04910	1	AT-UU-PY-01-LF-01
AT5G03640	AT4G35270	1	AT-UU-PY-01-LF-01
AT3G43600	AT3G19470	1	AT-UU-PY-01-LF-01
AT1G05460	AT5G05920	1	AT-UU-PY-01-LF-01
AT2G31960	AT2G36990	1	AT-UU-PY-01-LF-01
AT3G54300	AT4G00050	1	AT-UU-PY-01-LF-01
AT4G34280	AT4G34310	1	AT-UU-PY-01-LF-01
AT1G27340	AT5G03040	1	AT-UU-PY-01-LF-01
AT4G31850	AT4G30825	1	AT-UU-PY-01-LF-01
AT5G64280	AT5G67380	1	AT-UU-PY-01-LF-01
AT2G29970	AT1G76900	1	AT-UU-PY-01-LF-01
AT5G15680	AT5G14580	1	AT-UU-PY-01-LF-01
AT3G19190	AT1G24120	1	AT-UU-PY-01-LF-01
AT3G14100	AT1G67410	1	AT-UU-PY-01-LF-01
AT2G22950	AT2G24440	1	AT-UU-PY-01-LF-01
AT1G64530	AT4G09160	1	AT-UU-PY-01-LF-01
AT5G11800	AT3G63210	1	AT-UU-PY-01-LF-01
AT3G51050	AT5G50370	1	AT-UU-PY-01-LF-01
AT1G67930	AT5G13500	1	AT-UU-PY-01-LF-01
AT5G07290	AT5G01360	1	AT-UU-PY-01-LF-01
AT1G48470	AT1G80540	1	AT-UU-PY-01-LF-01
AT1G09060	AT5G58787	1	AT-UU-PY-01-LF-01
AT5G05730	AT5G06060	1	AT-UU-PY-01-LF-01
AT5G41330	AT5G38600	1	AT-UU-PY-01-LF-01
AT5G63970	AT5G44630	1	AT-UU-PY-01-LF-01
AT3G45130	AT1G70700	1	AT-UU-PY-01-LF-01
AT2G20950	AT5G04590	1	AT-UU-PY-01-LF-01
AT1G29640	AT3G17280	1	AT-UU-PY-01-LF-01
AT4G30020	AT4G32770	1	AT-UU-PY-01-LF-01
AT5G34850	AT5G35460	1	AT-UU-PY-01-LF-01
AT1G50920	AT2G39350	1	AT-UU-PY-01-LF-01
AT1G64860	AT2G20760	1	AT-UU-PY-01-LF-01
AT4G08810	AT1G29840	1	AT-UU-PY-01-LF-01
AT3G26085	AT3G12920	1	AT-UU-PY-01-LF-01
AT5G26320	AT3G29190	1	AT-UU-PY-01-LF-01
AT1G71810	AT1G68790	1	AT-UU-PY-01-LF-01
AT1G42550	AT1G47270	1	AT-UU-PY-01-LF-01
AT1G18660	AT1G28150	1	AT-UU-PY-01-LF-01
AT2G39480	AT2G40190	1	AT-UU-PY-01-LF-01
AT3G19190	AT3G15880	1	AT-UU-PY-01-LF-01
AT2G37080	AT2G38010	1	AT-UU-PY-01-LF-01
AT5G23150	AT5G17420	1	AT-UU-PY-01-LF-01
AT2G25840	AT2G35190	1	AT-UU-PY-01-LF-01
AT5G20590	AT4G26440	1	AT-UU-PY-01-LF-01
AT5G47010	AT5G09740	1	AT-UU-PY-01-LF-01
AT4G39180	AT4G39210	1	AT-UU-PY-01-LF-01
AT3G07700	AT5G18700	1	AT-UU-PY-01-LF-01
AT3G59960	AT4G37950	1	AT-UU-PY-01-LF-01
AT2G15820	AT1G79680	1	AT-UU-PY-01-LF-01
AT2G34680	AT2G36390	1	AT-UU-PY-01-LF-01
AT1G10170	AT5G23190	1	AT-UU-PY-01-LF-01
AT3G10550	AT3G10410	1	AT-UU-PY-01-LF-01
AT2G02560	AT3G49220	1	AT-UU-PY-01-LF-01
AT3G12140	AT3G49420	1	AT-UU-PY-01-LF-01
AT1G05640	AT4G24320	1	AT-UU-PY-01-LF-01
AT1G55120	AT1G02280	1	AT-UU-PY-01-LF-01
AT5G05660	AT3G33530	1	AT-UU-PY-01-LF-01
AT1G08060	AT1G08840	1	AT-UU-PY-01-LF-01
AT2G41050	AT1G27070	1	AT-UU-PY-01-LF-01
AT2G27150	AT3G29290	1	AT-UU-PY-01-LF-01
AT2G17200	AT5G08510	1	AT-UU-PY-01-LF-01
AT5G28290	AT2G01820	1	AT-UU-PY-01-LF-01
AT4G01800	AT4G09640	1	AT-UU-PY-01-LF-01
AT2G17010	AT5G60530	1	AT-UU-PY-01-LF-01
AT2G27150	AT5G53330	1	AT-UU-PY-01-LF-01
AT3G08960	AT3G03890	1	AT-UU-PY-01-LF-01
AT1G16350	AT3G63090	1	AT-UU-PY-01-LF-01
AT1G56500	AT5G05970	1	AT-UU-PY-01-LF-01
AT3G26125	AT2G30505	1	AT-UU-PY-01-LF-01
AT2G41080	AT1G70510	1	AT-UU-PY-01-LF-01
AT3G54790	AT1G73390	1	AT-UU-PY-01-LF-01
AT3G08530	AT3G23300	1	AT-UU-PY-01-LF-01
AT2G40030	AT3G50830	1	AT-UU-PY-01-LF-01
AT3G60080	AT4G29140	1	AT-UU-PY-01-LF-01
AT1G73080	AT1G01500	1	AT-UU-PY-01-LF-01
AT1G02120	AT1G03030	1	AT-UU-PY-01-LF-01
AT4G00540	AT4G03380	1	AT-UU-PY-01-LF-01
AT1G09140	AT2G17380	1	AT-UU-PY-01-LF-01
AT5G09870	AT5G22840	1	AT-UU-PY-01-LF-01
AT5G23430	AT5G24350	1	AT-UU-PY-01-LF-01
AT3G63220	AT5G55690	1	AT-UU-PY-01-LF-01
AT1G32180	AT1G04890	1	AT-UU-PY-01-LF-01
AT2G45540	AT2G42980	1	AT-UU-PY-01-LF-01
AT5G09950	AT5G58003	1	AT-UU-PY-01-LF-01
AT1G52940	AT5G15260	1	AT-UU-PY-01-LF-01
AT5G19380	AT5G13980	1	AT-UU-PY-01-LF-01
AT3G58510	AT3G58090	1	AT-UU-PY-01-LF-01
AT4G00350	AT2G17260	1	AT-UU-PY-01-LF-01
AT1G72180	AT5G61680	1	AT-UU-PY-01-LF-01
AT2G20780	AT5G20950	1	AT-UU-PY-01-LF-01
AT5G58900	AT4G32540	1	AT-UU-PY-01-LF-01
AT4G33200	AT4G32970	1	AT-UU-PY-01-LF-01
AT2G30950	AT2G35480	1	AT-UU-PY-01-LF-01
AT1G13750	AT5G50770	1	AT-UU-PY-01-LF-01
AT1G02080	AT1G69020	1	AT-UU-PY-01-LF-01
