node1	node2	score	edge_type
AT5G14380	AT3G01240	15.261	AT-UU-GA-01-AA-01
AT1G28270	AT3G62170	15.2595	AT-UU-GA-01-AA-01
AT3G62230	AT3G01240	15.259	AT-UU-GA-01-AA-01
AT3G07820	AT1G10770	15.2562	AT-UU-GA-01-AA-01
AT4G20420	AT1G62940	15.2407	AT-UU-GA-01-AA-01
AT3G25050	AT1G75940	15.23	AT-UU-GA-01-AA-01
AT5G61720	AT3G57690	15.2296	AT-UU-GA-01-AA-01
AT3G56610	AT4G18540	15.225	AT-UU-GA-01-AA-01
AT3G57620	AT1G01280	15.2189	AT-UU-GA-01-AA-01
AT5G42800	AT1G03495	15.213	AT-UU-GA-01-AA-01
AT4G14815	AT1G75940	15.2123	AT-UU-GA-01-AA-01
AT3G51590	AT1G13140	15.212	AT-UU-GA-01-AA-01
AT3G01700	AT2G47040	15.2106	AT-UU-GA-01-AA-01
AT5G07430	AT3G01700	15.2095	AT-UU-GA-01-AA-01
AT4G14090	AT4G22870	15.2083	AT-UU-GA-01-AA-01
AT1G74540	AT1G13140	15.2074	AT-UU-GA-01-AA-01
AT1G20150	AT1G02813	15.2068	AT-UU-GA-01-AA-01
AT3G57620	AT1G20150	15.2041	AT-UU-GA-01-AA-01
AT1G28375	AT1G75940	15.2036	AT-UU-GA-01-AA-01
AT3G51590	AT1G74540	15.1908	AT-UU-GA-01-AA-01
AT5G61720	AT3G01270	15.1859	AT-UU-GA-01-AA-01
AT5G38760	AT3G28830	15.1836	AT-UU-GA-01-AA-01
AT3G01270	AT2G47050	15.1755	AT-UU-GA-01-AA-01
AT4G10250	AT1G59860	15.1733	AT-UU-GA-01-AA-01
AT3G13400	AT1G55570	15.1725	AT-UU-GA-01-AA-01
AT3G01700	AT1G61566	15.1714	AT-UU-GA-01-AA-01
AT1G68875	AT1G13140	15.1704	AT-UU-GA-01-AA-01
AT5G45880	AT5G07430	15.17	AT-UU-GA-01-AA-01
AT4G28395	AT1G02813	15.1684	AT-UU-GA-01-AA-01
AT5G16920	AT4G34850	15.1663	AT-UU-GA-01-AA-01
AT5G14380	AT1G29140	15.1608	AT-UU-GA-01-AA-01
AT5G14380	AT3G57690	15.1593	AT-UU-GA-01-AA-01
AT3G01240	AT1G10770	15.1532	AT-UU-GA-01-AA-01
AT5G07430	AT3G57690	15.1521	AT-UU-GA-01-AA-01
AT3G62170	AT3G28980	15.1429	AT-UU-GA-01-AA-01
AT4G28395	AT1G61070	15.1346	AT-UU-GA-01-AA-01
AT1G02790	AT2G47050	15.1342	AT-UU-GA-01-AA-01
AT1G28270	AT3G57690	15.1342	AT-UU-GA-01-AA-01
AT5G07430	AT3G28830	15.1271	AT-UU-GA-01-AA-01
AT3G57690	AT3G28790	15.1188	AT-UU-GA-01-AA-01
AT3G51590	AT1G67990	15.1172	AT-UU-GA-01-AA-01
AT3G01270	AT1G10770	15.1157	AT-UU-GA-01-AA-01
AT5G61720	AT3G28750	15.115	AT-UU-GA-01-AA-01
AT1G67990	AT1G30020	15.1138	AT-UU-GA-01-AA-01
AT3G42960	AT1G02813	15.1047	AT-UU-GA-01-AA-01
AT3G42960	AT1G61070	15.0997	AT-UU-GA-01-AA-01
AT5G07430	AT3G62230	15.0991	AT-UU-GA-01-AA-01
AT1G61070	AT1G62940	15.0933	AT-UU-GA-01-AA-01
AT5G14380	AT3G07850	15.0928	AT-UU-GA-01-AA-01
AT4G14080	AT1G01280	15.088	AT-UU-GA-01-AA-01
AT3G28750	AT1G55570	15.0817	AT-UU-GA-01-AA-01
AT3G13220	AT1G01280	15.0752	AT-UU-GA-01-AA-01
AT3G62170	AT3G28790	15.0687	AT-UU-GA-01-AA-01
AT3G52160	AT4G28395	15.0656	AT-UU-GA-01-AA-01
AT5G07230	AT3G11980	15.0639	AT-UU-GA-01-AA-01
AT3G42960	AT1G01280	15.0593	AT-UU-GA-01-AA-01
AT3G57620	AT1G61070	15.058	AT-UU-GA-01-AA-01
AT4G35010	AT3G20865	15.0567	AT-UU-GA-01-AA-01
AT3G07820	AT2G47050	15.0526	AT-UU-GA-01-AA-01
AT3G07820	AT1G55570	15.0425	AT-UU-GA-01-AA-01
AT5G61720	AT3G07820	15.0415	AT-UU-GA-01-AA-01
AT3G57690	AT3G20865	15.0413	AT-UU-GA-01-AA-01
AT3G52130	AT3G42960	15.0367	AT-UU-GA-01-AA-01
AT5G11400	AT5G10800	15.0334	AT-UU-GA-01-AA-01
AT5G45880	AT5G07410	15.0312	AT-UU-GA-01-AA-01
AT3G11980	AT1G02813	15.0311	AT-UU-GA-01-AA-01
AT5G62080	AT1G02813	15.0269	AT-UU-GA-01-AA-01
AT4G25200	AT4G10250	15.026	AT-UU-GA-01-AA-01
AT1G67990	AT2G19070	15.0245	AT-UU-GA-01-AA-01
AT1G06260	AT1G75910	15.0209	AT-UU-GA-01-AA-01
AT1G68875	AT1G28375	15.0183	AT-UU-GA-01-AA-01
AT3G20865	AT3G01270	15.0157	AT-UU-GA-01-AA-01
AT4G36770	AT5G23960	15.0134	AT-UU-GA-01-AA-01
AT4G14815	AT1G75790	15.0095	AT-UU-GA-01-AA-01
AT3G20865	AT1G29140	15.0076	AT-UU-GA-01-AA-01
AT5G45880	AT3G28750	15.0022	AT-UU-GA-01-AA-01
AT5G49180	AT4G12890	14.9978	AT-UU-GA-01-AA-01
AT1G28270	AT1G55570	14.9974	AT-UU-GA-01-AA-01
AT5G45880	AT3G01270	14.9973	AT-UU-GA-01-AA-01
AT3G25050	AT1G06260	14.997	AT-UU-GA-01-AA-01
